date,category,subcategory,amount,type,description,month,month_num,year
2024-12-04,Investment,Gold,3970.35,expense,Gold payment,December,12,2024
2024-12-04,Savings,Emergency Fund,3759.68,expense,Emergency Fund payment,December,12,2024
2024-12-05,Transport,Car Maintenance,2959.61,expense,Car Maintenance payment,December,12,2024
2024-12-05,Shopping,Clothing,1766.83,expense,Clothing payment,December,12,2024
2024-12-06,Housing,Electricity,1302.8,expense,Electricity payment,December,12,2024
2024-12-06,Food,Restaurants,1759.67,expense,Restaurants payment,December,12,2024
2024-12-06,Food,Food Delivery,326.25,expense,Food Delivery payment,December,12,2024
2024-12-06,Transport,Metro,378.68,expense,Metro payment,December,12,2024
2024-12-06,Transport,Car Maintenance,704.5,expense,Car Maintenance payment,December,12,2024
2024-12-07,Food,Coffee,727.49,expense,Coffee payment,December,12,2024
2024-12-07,Shopping,Home Decor,1571.98,expense,Home Decor payment,December,12,2024
2024-12-07,Shopping,Books,318.51,expense,Books payment,December,12,2024
2024-12-08,Housing,Maintenance,1368.65,expense,Maintenance payment,December,12,2024
2024-12-08,Entertainment,Movies,652.73,expense,Movies payment,December,12,2024
2024-12-08,Shopping,Electronics,12606.99,expense,Electronics payment,December,12,2024
2024-12-09,Housing,Electricity,1694.92,expense,Electricity payment,December,12,2024
2024-12-09,Food,Groceries,3961.47,expense,Groceries payment,December,12,2024
2024-12-09,Food,Coffee,722.02,expense,Coffee payment,December,12,2024
2024-12-09,Transport,Fuel,2451.46,expense,Fuel payment,December,12,2024
2024-12-09,Transport,Uber,640.7,expense,Uber payment,December,12,2024
2024-12-09,Investment,Stocks,4270.59,expense,Stocks payment,December,12,2024
2024-12-10,Housing,Electricity,995.5,expense,Electricity payment,December,12,2024
2024-12-10,Food,Restaurants,1485.49,expense,Restaurants payment,December,12,2024
2024-12-10,Food,Food Delivery,1029.39,expense,Food Delivery payment,December,12,2024
2024-12-10,Transport,Metro,128.82,expense,Metro payment,December,12,2024
2024-12-10,Entertainment,Events,1816.95,expense,Events payment,December,12,2024
2024-12-10,Shopping,Home Decor,4219.53,expense,Home Decor payment,December,12,2024
2024-12-10,Investment,Mutual Funds,3490.06,expense,Mutual Funds payment,December,12,2024
2024-12-10,Investment,Crypto,1570.54,expense,Crypto payment,December,12,2024
2024-12-10,Savings,Emergency Fund,4899.08,expense,Emergency Fund payment,December,12,2024
2024-12-11,Income,Dividends,2340.33,income,Dividends payment,December,12,2024
2024-12-11,Food,Coffee,321.39,expense,Coffee payment,December,12,2024
2024-12-11,Transport,Metro,325.14,expense,Metro payment,December,12,2024
2024-12-11,Health,Medicine,1445.67,expense,Medicine payment,December,12,2024
2024-12-11,Shopping,Clothing,4299.7,expense,Clothing payment,December,12,2024
2024-12-11,Shopping,Electronics,5857.6,expense,Electronics payment,December,12,2024
2024-12-11,Investment,Stocks,9385.17,expense,Stocks payment,December,12,2024
2024-12-11,Investment,Mutual Funds,4562.81,expense,Mutual Funds payment,December,12,2024
2024-12-11,Investment,Crypto,3621.46,expense,Crypto payment,December,12,2024
2024-12-12,Housing,Maintenance,923.9,expense,Maintenance payment,December,12,2024
2024-12-12,Transport,Metro,140.69,expense,Metro payment,December,12,2024
2024-12-12,Entertainment,Events,2808.3,expense,Events payment,December,12,2024
2024-12-13,Income,Dividends,2790.59,income,Dividends payment,December,12,2024
2024-12-13,Food,Restaurants,2526.8,expense,Restaurants payment,December,12,2024
2024-12-13,Food,Food Delivery,1153.57,expense,Food Delivery payment,December,12,2024
2024-12-13,Transport,Metro,100.87,expense,Metro payment,December,12,2024
2024-12-13,Entertainment,Movies,627.93,expense,Movies payment,December,12,2024
2024-12-13,Shopping,Electronics,9511.96,expense,Electronics payment,December,12,2024
2024-12-13,Investment,Stocks,9963.4,expense,Stocks payment,December,12,2024
2024-12-14,Food,Coffee,681.28,expense,Coffee payment,December,12,2024
2024-12-14,Savings,Emergency Fund,4981.72,expense,Emergency Fund payment,December,12,2024
2024-12-15,Income,Freelance,13375.62,income,Freelance payment,December,12,2024
2024-12-15,Housing,Maintenance,1373.37,expense,Maintenance payment,December,12,2024
2024-12-15,Entertainment,Events,2633.28,expense,Events payment,December,12,2024
2024-12-15,Shopping,Home Decor,1120.11,expense,Home Decor payment,December,12,2024
2024-12-15,Investment,Crypto,4859.65,expense,Crypto payment,December,12,2024
2024-12-16,Income,Dividends,2593.59,income,Dividends payment,December,12,2024
2024-12-16,Housing,Maintenance,1413.11,expense,Maintenance payment,December,12,2024
2024-12-16,Food,Groceries,2236.98,expense,Groceries payment,December,12,2024
2024-12-16,Food,Coffee,246.24,expense,Coffee payment,December,12,2024
2024-12-16,Transport,Fuel,2353.77,expense,Fuel payment,December,12,2024
2024-12-16,Transport,Uber,850.97,expense,Uber payment,December,12,2024
2024-12-16,Transport,Metro,172.97,expense,Metro payment,December,12,2024
2024-12-16,Investment,Mutual Funds,6506.8,expense,Mutual Funds payment,December,12,2024
2024-12-16,Investment,Gold,4330.72,expense,Gold payment,December,12,2024
2024-12-17,Food,Restaurants,1754.68,expense,Restaurants payment,December,12,2024
2024-12-17,Food,Food Delivery,1151.22,expense,Food Delivery payment,December,12,2024
2024-12-17,Transport,Metro,162.72,expense,Metro payment,December,12,2024
2024-12-17,Entertainment,Events,1029.66,expense,Events payment,December,12,2024
2024-12-18,Food,Coffee,265.04,expense,Coffee payment,December,12,2024
2024-12-18,Transport,Metro,341.28,expense,Metro payment,December,12,2024
2024-12-18,Entertainment,Movies,441.1,expense,Movies payment,December,12,2024
2024-12-18,Entertainment,Events,1992.78,expense,Events payment,December,12,2024
2024-12-18,Shopping,Home Decor,1711.26,expense,Home Decor payment,December,12,2024
2024-12-18,Investment,Gold,2258.32,expense,Gold payment,December,12,2024
2024-12-19,Income,Freelance,10349.74,income,Freelance payment,December,12,2024
2024-12-19,Entertainment,Events,1518.22,expense,Events payment,December,12,2024
2024-12-19,Health,Doctor,2518.74,expense,Doctor payment,December,12,2024
2024-12-20,Income,Freelance,15776.94,income,Freelance payment,December,12,2024
2024-12-20,Food,Restaurants,2422.06,expense,Restaurants payment,December,12,2024
2024-12-20,Food,Food Delivery,493.26,expense,Food Delivery payment,December,12,2024
2024-12-21,Income,Freelance,7286.02,income,Freelance payment,December,12,2024
2024-12-21,Food,Coffee,285.57,expense,Coffee payment,December,12,2024
2024-12-21,Entertainment,Events,735.28,expense,Events payment,December,12,2024
2024-12-21,Shopping,Books,343.35,expense,Books payment,December,12,2024
2024-12-22,Income,Dividends,809.92,income,Dividends payment,December,12,2024
2024-12-22,Housing,Maintenance,2647.51,expense,Maintenance payment,December,12,2024
2024-12-22,Transport,Metro,442.8,expense,Metro payment,December,12,2024
2024-12-22,Entertainment,Movies,483.37,expense,Movies payment,December,12,2024
2024-12-23,Income,Freelance,17795.9,income,Freelance payment,December,12,2024
2024-12-23,Food,Groceries,2218.94,expense,Groceries payment,December,12,2024
2024-12-23,Food,Coffee,432.93,expense,Coffee payment,December,12,2024
2024-12-23,Transport,Fuel,2193.42,expense,Fuel payment,December,12,2024
2024-12-23,Transport,Uber,274.8,expense,Uber payment,December,12,2024
2024-12-23,Transport,Metro,356.99,expense,Metro payment,December,12,2024
2024-12-23,Entertainment,Gaming,1517.2,expense,Gaming payment,December,12,2024
2024-12-23,Savings,Emergency Fund,2467.22,expense,Emergency Fund payment,December,12,2024
2024-12-24,Housing,Maintenance,2002.69,expense,Maintenance payment,December,12,2024
2024-12-24,Food,Restaurants,1450.71,expense,Restaurants payment,December,12,2024
2024-12-24,Food,Food Delivery,1423.75,expense,Food Delivery payment,December,12,2024
2024-12-24,Transport,Metro,272.04,expense,Metro payment,December,12,2024
2024-12-24,Entertainment,Movies,734.01,expense,Movies payment,December,12,2024
2024-12-24,Shopping,Clothing,1277.04,expense,Clothing payment,December,12,2024
2024-12-25,Income,Freelance,18524.63,income,Freelance payment,December,12,2024
2024-12-25,Food,Coffee,409.57,expense,Coffee payment,December,12,2024
2024-12-25,Transport,Metro,290.2,expense,Metro payment,December,12,2024
2024-12-25,Shopping,Clothing,4132.29,expense,Clothing payment,December,12,2024
2024-12-25,Shopping,Home Decor,3505.83,expense,Home Decor payment,December,12,2024
2024-12-26,Housing,Maintenance,2660.75,expense,Maintenance payment,December,12,2024
2024-12-26,Transport,Metro,487.99,expense,Metro payment,December,12,2024
2024-12-26,Entertainment,Gaming,1011.01,expense,Gaming payment,December,12,2024
2024-12-26,Health,Medicine,1008.79,expense,Medicine payment,December,12,2024
2024-12-26,Shopping,Clothing,1874.49,expense,Clothing payment,December,12,2024
2024-12-27,Income,Dividends,2534.45,income,Dividends payment,December,12,2024
2024-12-27,Housing,Electricity,1875.99,expense,Electricity payment,December,12,2024
2024-12-27,Food,Restaurants,2669.4,expense,Restaurants payment,December,12,2024
2024-12-27,Food,Food Delivery,1139.18,expense,Food Delivery payment,December,12,2024
2024-12-27,Shopping,Clothing,1703.26,expense,Clothing payment,December,12,2024
2024-12-28,Food,Coffee,797.22,expense,Coffee payment,December,12,2024
2024-12-28,Transport,Car Maintenance,3423.31,expense,Car Maintenance payment,December,12,2024
2024-12-28,Shopping,Clothing,2776.41,expense,Clothing payment,December,12,2024
2024-12-28,Shopping,Home Decor,1804.57,expense,Home Decor payment,December,12,2024
2024-12-29,Income,Freelance,19514.24,income,Freelance payment,December,12,2024
2024-12-29,Entertainment,Movies,487.32,expense,Movies payment,December,12,2024
2024-12-29,Investment,Crypto,1613.5,expense,Crypto payment,December,12,2024
2024-12-30,Food,Groceries,4978.49,expense,Groceries payment,December,12,2024
2024-12-30,Food,Coffee,345.1,expense,Coffee payment,December,12,2024
2024-12-30,Transport,Fuel,2960.24,expense,Fuel payment,December,12,2024
2024-12-30,Transport,Uber,354.13,expense,Uber payment,December,12,2024
2024-12-30,Entertainment,Events,2090.68,expense,Events payment,December,12,2024
2024-12-30,Shopping,Books,840.94,expense,Books payment,December,12,2024
2024-12-31,Food,Restaurants,733.16,expense,Restaurants payment,December,12,2024
2024-12-31,Food,Food Delivery,824.91,expense,Food Delivery payment,December,12,2024
2024-12-31,Entertainment,Movies,653.79,expense,Movies payment,December,12,2024
2024-12-31,Entertainment,Events,1456.01,expense,Events payment,December,12,2024
2024-12-31,Health,Doctor,1634.27,expense,Doctor payment,December,12,2024
